bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276DBC5F7D0>, <__main__.GaussianBandit object at 0x00000276DBC5F750>, <__main__.GaussianBandit object at 0x00000276DBC5C7D0>]",gpt-3.5-turbo,greedy,cot,48,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DBB69BD0>, <__main__.GaussianBandit object at 0x00000276DBB6A910>, <__main__.GaussianBandit object at 0x00000276DBB69A90>]",gpt-3.5-turbo,ucb,cot,21,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DBB69FD0>, <__main__.GaussianBandit object at 0x00000276DBB692D0>, <__main__.GaussianBandit object at 0x00000276DBB6BD10>]",gpt-3.5-turbo,ucb,cot,22,0.9166666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DBB6BB50>, <__main__.GaussianBandit object at 0x00000276DBB6BA10>, <__main__.GaussianBandit object at 0x00000276DBB6B110>]",gpt-3.5-turbo,ucb,cot,24,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DBB6AB50>, <__main__.GaussianBandit object at 0x00000276DBB68C10>, <__main__.GaussianBandit object at 0x00000276DBB6AD90>]",gpt-3.5-turbo,ucb,cot,26,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF71990>, <__main__.GaussianBandit object at 0x00000276DCF71AD0>, <__main__.GaussianBandit object at 0x00000276DCF720D0>]",gpt-3.5-turbo,ucb,cot,27,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF739D0>, <__main__.GaussianBandit object at 0x00000276DCF73C50>, <__main__.GaussianBandit object at 0x00000276DCF73CD0>]",gpt-3.5-turbo,ucb,cot,29,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF70910>, <__main__.GaussianBandit object at 0x00000276DCF73410>, <__main__.GaussianBandit object at 0x00000276DCF72A10>]",gpt-3.5-turbo,ucb,cot,31,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08EAE10>, <__main__.GaussianBandit object at 0x00000276E08EA290>, <__main__.GaussianBandit object at 0x00000276E08EA990>]",gpt-3.5-turbo,ucb,cot,33,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08E9110>, <__main__.GaussianBandit object at 0x00000276E08E86D0>, <__main__.GaussianBandit object at 0x00000276E08EAD50>]",gpt-3.5-turbo,ucb,cot,34,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08E8210>, <__main__.GaussianBandit object at 0x00000276E08E9D50>, <__main__.GaussianBandit object at 0x00000276E08E9F10>]",gpt-3.5-turbo,ucb,cot,36,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD3E850>, <__main__.GaussianBandit object at 0x00000276DDD3FE10>, <__main__.GaussianBandit object at 0x00000276DDD3EA10>]",gpt-3.5-turbo,ucb,cot,37,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD3C850>, <__main__.GaussianBandit object at 0x00000276DDD3FDD0>, <__main__.GaussianBandit object at 0x00000276DDD3F110>]",gpt-3.5-turbo,ucb,cot,39,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD3C7D0>, <__main__.GaussianBandit object at 0x00000276DDD3D4D0>, <__main__.GaussianBandit object at 0x00000276DDD3EAD0>]",gpt-3.5-turbo,ucb,cot,41,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD3EBD0>, <__main__.GaussianBandit object at 0x00000276DDD3E4D0>, <__main__.GaussianBandit object at 0x00000276DDD3ECD0>]",gpt-3.5-turbo,ucb,cot,44,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD3C150>, <__main__.GaussianBandit object at 0x00000276DDD3D990>, <__main__.GaussianBandit object at 0x00000276DDD3EF90>]",gpt-3.5-turbo,ucb,cot,46,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DECA9110>, <__main__.GaussianBandit object at 0x00000276DECA8690>, <__main__.GaussianBandit object at 0x00000276DECA9D10>]",gpt-3.5-turbo,ucb,cot,48,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DECAAF90>, <__main__.GaussianBandit object at 0x00000276DECA9790>, <__main__.GaussianBandit object at 0x00000276DECAA790>]",gpt-3.5-turbo,random,singletoken,21,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B44D0>, <__main__.GaussianBandit object at 0x00000276DC7B6990>, <__main__.GaussianBandit object at 0x00000276DC7B6D10>]",gpt-3.5-turbo,random,singletoken,22,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B7450>, <__main__.GaussianBandit object at 0x00000276DC7B6110>, <__main__.GaussianBandit object at 0x00000276DC7B5390>]",gpt-3.5-turbo,random,singletoken,24,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B55D0>, <__main__.GaussianBandit object at 0x00000276DC7B4690>, <__main__.GaussianBandit object at 0x00000276DC7B6910>]",gpt-3.5-turbo,random,singletoken,26,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B72D0>, <__main__.GaussianBandit object at 0x00000276DC7B6450>, <__main__.GaussianBandit object at 0x00000276DC7B6590>]",gpt-3.5-turbo,random,singletoken,27,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B5A90>, <__main__.GaussianBandit object at 0x00000276DC7B75D0>, <__main__.GaussianBandit object at 0x00000276DC7B5610>]",gpt-3.5-turbo,random,singletoken,29,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B7990>, <__main__.GaussianBandit object at 0x00000276DC7B6B10>, <__main__.GaussianBandit object at 0x00000276DC7B4A50>]",gpt-3.5-turbo,random,singletoken,31,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B4890>, <__main__.GaussianBandit object at 0x00000276DC7B6ED0>, <__main__.GaussianBandit object at 0x00000276DC7B6390>]",gpt-3.5-turbo,random,singletoken,33,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B54D0>, <__main__.GaussianBandit object at 0x00000276DC7B6CD0>, <__main__.GaussianBandit object at 0x00000276DC7B5FD0>]",gpt-3.5-turbo,random,singletoken,34,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B6E50>, <__main__.GaussianBandit object at 0x00000276DC7B6A10>, <__main__.GaussianBandit object at 0x00000276DC7B4310>]",gpt-3.5-turbo,random,singletoken,36,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7B5490>, <__main__.GaussianBandit object at 0x00000276DC7B49D0>, <__main__.GaussianBandit object at 0x00000276DC7B5E50>]",gpt-3.5-turbo,random,singletoken,37,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD5FA510>, <__main__.GaussianBandit object at 0x00000276DD5F8E90>, <__main__.GaussianBandit object at 0x00000276DD5FB990>]",gpt-3.5-turbo,random,singletoken,39,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD5F9F90>, <__main__.GaussianBandit object at 0x00000276DD5F8DD0>, <__main__.GaussianBandit object at 0x00000276DD5F9C90>]",gpt-3.5-turbo,random,singletoken,41,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD5FAC90>, <__main__.GaussianBandit object at 0x00000276DD5F84D0>, <__main__.GaussianBandit object at 0x00000276DD5F9050>]",gpt-3.5-turbo,random,singletoken,44,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDFF50>, <__main__.GaussianBandit object at 0x00000276DDCDEFD0>, <__main__.GaussianBandit object at 0x00000276DDCDE550>]",gpt-3.5-turbo,random,singletoken,46,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDF6D0>, <__main__.GaussianBandit object at 0x00000276DDCDF8D0>, <__main__.GaussianBandit object at 0x00000276DDCDDD90>]",gpt-3.5-turbo,random,singletoken,48,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDF4D0>, <__main__.GaussianBandit object at 0x00000276DDCDF710>, <__main__.GaussianBandit object at 0x00000276DDCDF290>]",gpt-3.5-turbo,intuitive,singletoken,21,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDF5D0>, <__main__.GaussianBandit object at 0x00000276DDCDDC10>, <__main__.GaussianBandit object at 0x00000276DDCDDB10>]",gpt-3.5-turbo,intuitive,singletoken,22,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDC690>, <__main__.GaussianBandit object at 0x00000276DDCDF350>, <__main__.GaussianBandit object at 0x00000276DDCDDCD0>]",gpt-3.5-turbo,intuitive,singletoken,24,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDD550>, <__main__.GaussianBandit object at 0x00000276DDCDE450>, <__main__.GaussianBandit object at 0x00000276DDCDDDD0>]",gpt-3.5-turbo,intuitive,singletoken,26,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDEE10>, <__main__.GaussianBandit object at 0x00000276DDCDC750>, <__main__.GaussianBandit object at 0x00000276DDCDD1D0>]",gpt-3.5-turbo,intuitive,singletoken,27,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDE490>, <__main__.GaussianBandit object at 0x00000276DDCDF1D0>, <__main__.GaussianBandit object at 0x00000276DDCDC110>]",gpt-3.5-turbo,intuitive,singletoken,29,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDFC90>, <__main__.GaussianBandit object at 0x00000276DDCDFF10>, <__main__.GaussianBandit object at 0x00000276DDCDFC50>]",gpt-3.5-turbo,intuitive,singletoken,31,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDD990>, <__main__.GaussianBandit object at 0x00000276DDCDEA10>, <__main__.GaussianBandit object at 0x00000276DDCDC490>]",gpt-3.5-turbo,intuitive,singletoken,33,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDC450>, <__main__.GaussianBandit object at 0x00000276DDCDDE10>, <__main__.GaussianBandit object at 0x00000276DDCDD5D0>]",gpt-3.5-turbo,intuitive,singletoken,34,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDEAD0>, <__main__.GaussianBandit object at 0x00000276DDCDFA50>, <__main__.GaussianBandit object at 0x00000276DDCDC950>]",gpt-3.5-turbo,intuitive,singletoken,36,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDCDCDD0>, <__main__.GaussianBandit object at 0x00000276DDCDD490>, <__main__.GaussianBandit object at 0x00000276DDCDEC10>]",gpt-3.5-turbo,intuitive,singletoken,37,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE3C2610>, <__main__.GaussianBandit object at 0x00000276DE3C1C90>, <__main__.GaussianBandit object at 0x00000276DE3C35D0>]",gpt-3.5-turbo,intuitive,singletoken,39,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE3C2190>, <__main__.GaussianBandit object at 0x00000276DE3C1950>, <__main__.GaussianBandit object at 0x00000276DE3C10D0>]",gpt-3.5-turbo,intuitive,singletoken,41,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE3C18D0>, <__main__.GaussianBandit object at 0x00000276DE3C1D90>, <__main__.GaussianBandit object at 0x00000276DE3C3750>]",gpt-3.5-turbo,intuitive,singletoken,44,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE3C1850>, <__main__.GaussianBandit object at 0x00000276DE3C37D0>, <__main__.GaussianBandit object at 0x00000276DE3C1110>]",gpt-3.5-turbo,intuitive,singletoken,46,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE3C06D0>, <__main__.GaussianBandit object at 0x00000276DE3C11D0>, <__main__.GaussianBandit object at 0x00000276DE3C0050>]",gpt-3.5-turbo,intuitive,singletoken,48,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC87350>, <__main__.GaussianBandit object at 0x00000276DEC876D0>, <__main__.GaussianBandit object at 0x00000276DEC84610>]",gpt-3.5-turbo,greedy,singletoken,21,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC87050>, <__main__.GaussianBandit object at 0x00000276DEC85850>, <__main__.GaussianBandit object at 0x00000276DEC86350>]",gpt-3.5-turbo,greedy,singletoken,22,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC85C90>, <__main__.GaussianBandit object at 0x00000276DEC85310>, <__main__.GaussianBandit object at 0x00000276DEC842D0>]",gpt-3.5-turbo,greedy,singletoken,24,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC85B50>, <__main__.GaussianBandit object at 0x00000276DEC84ED0>, <__main__.GaussianBandit object at 0x00000276DEC86510>]",gpt-3.5-turbo,greedy,singletoken,26,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC87A90>, <__main__.GaussianBandit object at 0x00000276DEC86A50>, <__main__.GaussianBandit object at 0x00000276DEC85D10>]",gpt-3.5-turbo,greedy,singletoken,27,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01AF6D0>, <__main__.GaussianBandit object at 0x00000276E01AED50>, <__main__.GaussianBandit object at 0x00000276E01AF590>]",gpt-3.5-turbo,greedy,singletoken,29,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01ACC90>, <__main__.GaussianBandit object at 0x00000276E01AEE50>, <__main__.GaussianBandit object at 0x00000276E01AF810>]",gpt-3.5-turbo,greedy,singletoken,31,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01AE950>, <__main__.GaussianBandit object at 0x00000276E01AE4D0>, <__main__.GaussianBandit object at 0x00000276E01AD0D0>]",gpt-3.5-turbo,greedy,singletoken,33,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01ADD90>, <__main__.GaussianBandit object at 0x00000276E01AF890>, <__main__.GaussianBandit object at 0x00000276E01AE550>]",gpt-3.5-turbo,greedy,singletoken,34,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01AD590>, <__main__.GaussianBandit object at 0x00000276E01AE650>, <__main__.GaussianBandit object at 0x00000276E01AE710>]",gpt-3.5-turbo,greedy,singletoken,36,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01AF250>, <__main__.GaussianBandit object at 0x00000276E01AC450>, <__main__.GaussianBandit object at 0x00000276E01AF910>]",gpt-3.5-turbo,greedy,singletoken,37,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE65C610>, <__main__.GaussianBandit object at 0x00000276DE65E790>, <__main__.GaussianBandit object at 0x00000276DE65C290>]",gpt-3.5-turbo,greedy,singletoken,39,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE65CB10>, <__main__.GaussianBandit object at 0x00000276DE65FED0>, <__main__.GaussianBandit object at 0x00000276DE65CD50>]",gpt-3.5-turbo,greedy,singletoken,41,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE65D6D0>, <__main__.GaussianBandit object at 0x00000276DE65C250>, <__main__.GaussianBandit object at 0x00000276DE65C7D0>]",gpt-3.5-turbo,greedy,singletoken,44,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE65DED0>, <__main__.GaussianBandit object at 0x00000276DE65EFD0>, <__main__.GaussianBandit object at 0x00000276DE65E290>]",gpt-3.5-turbo,greedy,singletoken,46,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE65F550>, <__main__.GaussianBandit object at 0x00000276DE65DD50>, <__main__.GaussianBandit object at 0x00000276DE65F090>]",gpt-3.5-turbo,greedy,singletoken,48,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD65AD50>, <__main__.GaussianBandit object at 0x00000276DE65EE50>, <__main__.GaussianBandit object at 0x00000276DD658790>]",gpt-3.5-turbo,ucb,singletoken,21,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD65AB10>, <__main__.GaussianBandit object at 0x00000276DD65BDD0>, <__main__.GaussianBandit object at 0x00000276DD659790>]",gpt-3.5-turbo,ucb,singletoken,22,0.25,game data removed to save disk size,
